"year","approval_date","brand_name","active_ingredient","application_number","application_type","analysis_category","chart_category","nme_type1_confirmed","sponsor_name","route","dosage_form","review_designation","accelerated_approval","breakthrough_therapy","fast_track","orphan_drug","abbreviated_indication","approved_use","indication","indication_source","pharm_class_moa","pharm_class_epc","match_score","match_reason","validation_status","fda_source_url","comments","sponsor_name_source","route_source"
"2017","2017-03-13","Kisqali","ribociclib","NDA209092","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Novartis Pharmaceuticals","Oral","Tablet","Priority","No","Yes","No","No","","KISQALI is indicated in combination with an aromatase inhibitor as initial endocrine-based therapy for the treatment of postmenopausal women with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)- negative advanced or metastatic breast cancer.","KISQALI is indicated in combination with an aromatase inhibitor as initial endocrine-based therapy for the treatment of postmenopausal women with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)- negative advanced or metastatic breast cancer.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Novartis Pharmaceuticals","Oral"
"2017","2017-03-21","Xadago","safinamide","NDA207145","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Newron Pharmaceuticals","Oral","Tablet","Standard","No","No","No","No","","XADAGO is indicated as adjunctive treatment to levodopa/carbidopa in patients with Parkinson’s disease (PD) experiencing “off” episodes._x000D_ Limitations of Use:_x000D_ XADAGO has not been shown to be effective as monotherapy for the treatment of PD.","XADAGO is indicated as adjunctive treatment to levodopa/carbidopa in patients with Parkinson’s disease (PD) experiencing “off” episodes._x000D_ Limitations of Use:_x000D_ XADAGO has not been shown to be effective as monotherapy for the treatment of PD.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Newron Pharmaceuticals","Oral"
"2017","2017-03-23","Bavencio","avelumab","BLA761049","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","EMD Serono","Injection","Injectable","Priority","Yes","Yes","Yes","Yes","","BAVENCIO is indicated for the treatment of adults and pediatric patients 12 years and older with metastatic Merkel cell carcinoma (MCC)._x000D_ This indication is approved under accelerated approval based on tumor response and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.","BAVENCIO is indicated for the treatment of adults and pediatric patients 12 years and older with metastatic Merkel cell carcinoma (MCC)._x000D_ This indication is approved under accelerated approval based on tumor response and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.","FDA compilation: Approved Use(s)","Programmed Death Ligand-1 Antagonists [MoA]; Programmed Death Ligand-1-directed Antibody Interactions [MoA]","Programmed Death Ligand-1 Blocker [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","EMD Serono","Injection"
"2017","2017-03-23","Symproic","naldemedine","NDA208854","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Shionogi","Oral","Tablet","Standard","No","No","No","No","","Symproic is indicated for the treatment of opioid-induced constipation (OIC) in adult patients with chronic non-cancer pain.","Symproic is indicated for the treatment of opioid-induced constipation (OIC) in adult patients with chronic non-cancer pain.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Shionogi","Oral"
"2017","2017-03-27","Zejula","niraparib","NDA208447","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Tesaro","Oral","Capsule","Priority","No","Yes","Yes","Yes","","ZEJULA is indicated for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy.","ZEJULA is indicated for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Tesaro","Oral"
"2017","2017-03-28","Dupixent","dupilumab","BLA761055","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Regeneron Pharmaceuticals","Injection","Injectable","Priority","No","Yes","No","No","","DUPIXENT is indicated for the treatment of adult patients with moderate-to-severe atopic dermatitis whose disease is not adequately controlled with topical prescription therapies or when those therapies are not advisable. DUPIXENT can be used with or without topical corticosteroids.","DUPIXENT is indicated for the treatment of adult patients with moderate-to-severe atopic dermatitis whose disease is not adequately controlled with topical prescription therapies or when those therapies are not advisable. DUPIXENT can be used with or without topical corticosteroids.","FDA compilation: Approved Use(s)","Interleukin 4 Receptor alpha Antagonists [MoA]","Interleukin-4 Receptor alpha Antagonist [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Regeneron Pharmaceuticals","Injection"
"2017","2017-03-28","Ocrevus","ocrelizumab","BLA761053","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Genentech","Injection","Injectable","Priority","No","Yes","Yes","No","","OCREVUS is indicated for the treatment of adult patients with relapsing or primary progressive forms of multiple sclerosis.","OCREVUS is indicated for the treatment of adult patients with relapsing or primary progressive forms of multiple sclerosis.","FDA compilation: Approved Use(s)","CD20-directed Antibody Interactions [MoA]","CD20-directed Cytolytic Antibody [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Genentech","Injection"
"2017","2017-04-03","Austedo","deutetrabenazine","NDA208082","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Teva","Oral","Tablet","Standard","No","No","No","Yes","","AUSTEDO is indicated for the treatment of chorea associated with Huntington’s disease.","AUSTEDO is indicated for the treatment of chorea associated with Huntington’s disease.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Teva Pharmaceuticals","Oral"
"2017","2017-04-11","Ingrezza","valbenazine","NDA209241","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Neurocrine Biosciences","Oral","Capsule","Priority","No","Yes","Yes","No","","INGREZZA is indicated for the treatment of adults with tardive dyskinesia.","INGREZZA is indicated for the treatment of adults with tardive dyskinesia.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Neurocrine Biosciences","Oral"
"2017","2017-04-27","Brineura","cerliponase alfa","BLA761052","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","BioMarin Pharmaceutical","Injection","Injectable","Priority","No","Yes","No","Yes","","Brineura is indicated to slow the loss of ambulation in symptomatic pediatric patients 3 years of age and older with late infantile neuronal ceroid lipofuscinosis type 2 (CLN2), also known as tripeptidyl peptidase 1 (TPP1) deficiency.","Brineura is indicated to slow the loss of ambulation in symptomatic pediatric patients 3 years of age and older with late infantile neuronal ceroid lipofuscinosis type 2 (CLN2), also known as tripeptidyl peptidase 1 (TPP1) deficiency.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","BioMarin Pharmaceutical","Injection"
"2017","2017-04-28","Alunbrig","brigatinib","NDA208772","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Ariad Pharmaceuticals","Oral","Tablet","Priority","Yes","Yes","No","Yes","","ALUNBRIG is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","ALUNBRIG is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","FDA compilation: Approved Use(s)","Cytochrome P450 3A Inducers [MoA]; Tyrosine Kinase Inhibitors [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Ariad Pharmaceuticals","Oral"
"2017","2017-04-28","Rydapt","midostaurin","NDA207997","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Novartis Pharmaceuticals","Oral","Capsule","Priority","No","Yes (indication [A] only)","Yes (indication [B] only)","Yes","","[A] RYDAPT is indicated, in combination with standard cytarabine and daunorubicin induction and cytarabine consolidation chemotherapy, for the treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) who are FLT3 mutation-positive, as detected by a FDA approved test. Limitations of Use: RYDAPT is not indicated as a single-agent induction therapy for the treatment of patients with AML. [B] RYDAPT is indicated for the treatment of adult patients with aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN), or mast cell leukemia (MCL).","[A] RYDAPT is indicated, in combination with standard cytarabine and daunorubicin induction and cytarabine consolidation chemotherapy, for the treatment of adult patients with newly diagnosed acute myeloid leukemia (AML) who are FLT3 mutation-positive, as detected by a FDA approved test. Limitations of Use: RYDAPT is not indicated as a single-agent induction therapy for the treatment of patients with AML. [B] RYDAPT is indicated for the treatment of adult patients with aggressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN), or mast cell leukemia (MCL).","FDA compilation: Approved Use(s)","Receptor Tyrosine Kinase Inhibitors [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Novartis Pharmaceuticals","Oral"
